Food Environment Index,% With Access to Exercise Opportunities,% Uninsured,% Completed High School,% Some College,Average Daily PM2.5,Presence of Water Violation,% Food Insecure,Median Household Income,% Homeowners,Value
7.6,65,11,87,58,11.4,Yes,14,53176,60,142.3
7.3,65,16,89,58,8.3,No,13,74108,76,144.5
7.7,65,19,77,45,8.2,No,16,51018,60,191.7
5.7,65,14,86,59,9.8,No,16,43942,52,252.5
8.1,65,6,90,62,9.7,No,11,64310,70,184.1
7.8,65,7,90,54,9.7,No,12,66274,72,188.7
7,65,10,91,61,8,No,14,59309,72,220.4
7.7,65,9,88,57,9.7,No,15,44842,63,198.4
7.5,65,10,89,52,7.6,No,13,63999,73,213.1
6.5,65,11,89,55,8.9,No,15,51718,69,175.8
7.8,65,8,90,57,9.5,No,12,44011,75,190.2
8.8,65,4,94,60,8.2,No,9,63458,75,146.5
8.8,65,6,94,58,9,No,8,61736,79,158.3
8.9,65,7,92,61,9,No,8,65061,69,150.8
8,65,7,90,63,9,No,14,65443,75,187.1
7.8,65,6,89,58,10,No,11,71835,81,157.3
6.6,65,7,92,65,9.8,No,14,50650,65,184.7
6,65,11,81,59,8.6,No,16,50790,71,173.4
5.9,65,13,91,54,7,No,18,48480,73,158.6
8,65,8,91,57,6.1,No,13,53488,85,163
8.6,65,5,96,76,6.7,No,8,69848,74,136.6
8.4,65,7,92,72,6.5,Yes,9,66317,69,103.3
6.3,65,16,84,57,9.7,No,17,36536,70,205.6
6.1,65,15,84,57,9,No,20,42099,64,231.5
7.2,65,11,89,60,9.1,No,15,54230,65,188.3
7.3,65,16,88,58,7.7,No,15,52261,69,207.7
7.2,65,19,88,43,5.2,No,10,39462,72,173.7
8.4,65,12,90,64,7.7,Yes,10,54725,66,161.1
7.6,65,10,90,74,5.7,Yes,13,57307,72,129.9
6.5,65,10,92,66,8.4,No,12,68443,72,142.4
8.1,65,11,94,71,6.2,No,12,55542,78,154.1
8.8,65,8,93,65,4.7,Yes,9,76105,77,152.1
9,65,11,95,70,5.6,Yes,9,73073,79,139.9
8,65,5,88,55,7,No,13,59741,68,162
4.1,65,17,78,50,5.9,No,19,45548,64,160.8
7.7,65,12,92,72,8,Yes,13,69413,77,128.1
6.9,65,16,77,29,6,No,18,42260,73,185.2
7.3,65,16,82,57,8,No,16,46830,76,167.7
9.5,65,5,91,76,5.5,No,5,79608,83,140.1
6.8,65,9,88,54,8.9,Yes,14,52295,67,203.3
8.1,65,7,91,58,9.1,No,13,60455,72,188.8
8.3,65,6,89,53,8.7,Yes,12,52307,75,246.1
8.2,65,7,91,51,8.3,Yes,13,52559,73,201.6
8.1,65,11,77,40,8.1,No,13,32701,69,221.9
7.9,65,16,90,73,9.8,Yes,13,89991,86,197.5
7.7,65,20,86,52,9.8,Yes,13,67382,73,192.8
7.7,65,27,65,44,6.5,No,12,53341,66,182.9
8.3,65,7,94,66,7.6,Yes,8,70803,86,157.4
9.3,65,9,92,66,7.6,No,8,88407,78,148.9
9.5,65,7,93,68,7.6,No,6,90786,76,146.3
7.8,65,7,94,71,5.9,No,11,60898,69,146.2
6.6,65,18,91,57,5,Yes,12,66589,71,161.2
6.2,66,9,86,56,10,Yes,17,43634,66,270.5
8.1,66,6,89,59,7,Yes,13,66349,68,170.9
6.8,66,11,85,48,7.9,No,12,61514,77,163.5
7.5,66,20,80,43,7.9,No,13,61071,80,167.1
6.6,66,12,92,69,8.3,No,13,49788,46,186.5
7,66,19,84,45,8.3,No,17,42165,63,213.9
8.4,66,18,80,43,6.3,Yes,9,45404,66,158.2
7.8,66,17,87,53,7.3,No,12,49186,73,174.4
8.7,66,5,94,70,10.1,Yes,8,74935,73,171.3
8,66,14,85,47,8.9,No,13,50419,73,142.6
9.3,66,5,96,78,8.5,No,7,61813,78,136
7.5,66,7,89,60,8.7,No,14,53374,69,178.5
8.7,66,4,94,73,7.5,No,8,111665,85,165
7.2,66,7,92,61,8.9,Yes,13,57267,74,213.9
7.6,66,11,95,76,5.3,Yes,11,49576,70,189.4
8.9,66,11,96,54,4.9,No,7,58746,74,130.4
7.8,66,7,95,77,5.2,No,13,55172,66,153.3
8.1,66,8,94,80,7.3,No,12,63249,74,151.2
8.5,66,13,87,53,6.9,No,10,73914,69,171.6
3.1,66,9,93,28,4.6,No,17,27423,87,160.9
7.9,66,5,88,59,6.7,No,13,55405,70,182.2
6.9,66,14,86,63,9.1,No,14,60622,66,174.2
7.9,66,13,90,68,9.3,No,12,61892,72,153.5
8.1,66,7,92,61,9,Yes,11,61816,78,171
7,66,9,90,58,8,No,18,48944,78,186.2
9.1,66,8,94,69,6.3,No,9,82574,68,119.3
5.6,66,31,69,49,10.4,Yes,18,44440,66,150.9
8,66,24,90,48,8.6,Yes,13,64365,71,135
7.8,66,29,85,83,8.1,Yes,14,63120,75,122.2
7.8,66,20,78,41,7.7,Yes,11,59593,77,184.8
8.3,66,11,95,76,7.4,No,9,87098,74,136.3
7.8,66,8,89,57,7.4,Yes,13,50530,69,204.5
8.1,66,8,89,56,7.2,Yes,12,52075,74,199.9
8.9,66,8,96,68,6.6,No,8,61319,80,139.5
8.6,66,7,92,71,7.3,No,9,67074,71,155.2
9,66,5,95,71,8.2,No,8,80523,72,138.3
8.8,66,7,94,72,7.2,No,9,67228,69,152.2
8.2,66,6,92,62,7.5,Yes,10,54154,71,150.9
7.9,66,16,92,70,5,Yes,12,51398,72,141.3
7.5,66,12,94,72,4.8,No,11,69450,73,135.6
8.1,67,15,86,60,5.7,No,11,82124,70,143.6
8,67,22,79,49,7.9,No,11,67735,69,146.1
7.9,67,18,85,46,8.7,No,14,47883,72,164.7
7,67,17,88,60,6.9,Yes,15,48864,53,194.2
7.1,67,14,83,54,9.1,No,15,48233,65,285.3
8.3,67,14,92,63,6.2,No,9,62600,83,75.5
7.1,67,7,92,68,9.5,No,13,59174,71,155.2
8.5,67,5,92,68,7.6,No,9,61360,74,170.6
8.7,67,5,93,74,9.2,No,8,65986,73,157.5
8.7,67,7,90,58,8.3,No,8,59596,70,183.6
8.9,67,6,90,68,8.1,No,9,58297,78,217.4
7.2,67,9,93,58,8.5,No,14,56691,71,177
5.5,67,12,94,68,7.9,Yes,12,57338,78,179
8,67,17,72,52,7,Yes,9,65023,64,122.6
8.2,67,18,74,47,7.1,Yes,10,54442,63,180
7,67,10,90,58,7.1,No,17,45573,88,231.1
6.9,67,7,91,57,8.9,Yes,14,52310,70,198
5.6,67,17,89,63,8.5,No,19,47505,58,271.1
6.3,67,15,88,67,10.6,Yes,16,44671,58,225.4
8,67,13,87,52,7.2,Yes,11,49568,62,177.4
6.8,67,13,89,61,5.1,No,11,54879,75,175.8
7.6,67,14,94,70,6.3,No,12,72962,76,137
8.2,67,15,88,67,8.1,Yes,12,63882,74,163.9
7.5,67,16,81,53,7.7,No,16,44089,60,189.6
7.6,67,7,90,66,10,No,12,72740,74,167.6
6.6,67,8,90,48,9.2,No,15,52226,67,208.5
6.1,67,17,88,53,8.2,Yes,17,50256,66,231.7
8,67,13,89,58,9.5,No,10,57128,74,175.9
8.3,67,12,89,65,7.9,Yes,9,70371,72,133.5
7.9,67,19,87,63,8.3,Yes,12,79849,75,163.4
5.7,67,20,79,66,11.6,Yes,17,51574,52,233.7
5.5,67,29,61,53,9,Yes,18,41324,66,154.3
9,67,9,91,68,7.8,No,7,94299,79,133.6
8.2,67,8,91,67,10.7,Yes,11,75882,69,138.3
7.4,67,10,90,52,6.6,No,15,54034,69,165.7
7.4,68,9,92,75,7.5,No,13,67810,68,210.4
6.6,68,9,84,56,8.8,No,16,47545,57,237
8,68,7,95,74,7.3,No,10,74158,75,129.8
7.3,68,8,91,68,14.8,No,15,59108,65,193.3
8.9,68,7,97,67,5.3,Yes,9,79422,78,114.7
7,68,17,88,50,8.1,No,14,48553,75,205.7
7.4,68,12,91,60,8.2,No,12,75123,82,162
7.8,68,14,90,66,9.6,No,9,77755,78,181.6
6.9,68,18,84,59,9,No,15,51531,63,235.6
6.7,68,18,81,45,9.3,No,15,51040,65,279.4
7.1,68,15,91,65,6.6,Yes,12,49450,61,164.2
7.2,68,15,87,47,8.6,No,14,60526,75,189.8
8.2,68,4,82,48,8.9,No,8,52277,77,173.7
7.3,68,7,89,56,9.6,No,14,52881,66,196
8.6,68,8,94,75,10.1,No,8,86905,78,160.4
7.8,68,5,92,68,9.3,No,12,55153,70,182.8
7.1,68,7,90,65,8.4,No,16,55777,78,213.5
7.5,68,8,91,65,9.2,No,11,69544,69,164.9
6.8,68,10,87,60,7.9,Yes,14,57252,68,304.3
6.7,68,10,84,38,9.7,Yes,17,56380,76,216.9
8.4,68,8,94,66,7,No,12,66728,82,156.9
7.4,68,9,92,66,7.8,No,15,53607,63,198.2
6.5,68,7,91,59,8.2,No,13,58445,76,170.5
5.1,68,18,76,41,8.9,No,21,36519,62,180.3
5.7,68,17,75,51,8.7,Yes,18,38972,81,216
5.4,68,22,78,45,9.8,Yes,20,42069,73,222.4
8.3,68,10,96,85,5.9,No,11,49951,79,157.6
8.1,68,11,89,66,6.3,No,13,53956,67,146.3
6.3,68,10,88,55,5.1,Yes,16,43265,68,116.4
7.2,68,15,92,73,6.6,No,14,66156,63,151.4
7.9,68,11,91,70,9.1,No,11,79736,73,153.1
9.3,68,6,92,86,6.4,No,5,63234,73,152.5
8.8,68,10,90,68,9.2,No,9,84510,87,142.3
7.6,68,7,92,69,9.6,No,12,68982,73,175.7
6.7,68,8,86,46,7.1,No,20,44297,67,256.3
7.4,68,8,92,64,10,Yes,13,57364,68,181.3
8,68,9,90,50,8.6,Yes,12,52372,73,191.5
8.5,68,8,90,60,8.3,Yes,9,71686,77,185.6
6.8,68,14,87,59,8.7,No,15,49802,67,237.9
6.7,68,12,87,61,7.2,No,15,48968,72,236.1
7.1,68,23,85,40,10,Yes,17,51575,80,197
6.7,68,24,85,63,8,No,14,54569,74,217.6
8.4,68,10,88,58,7.2,No,10,63797,76,162.2
8,68,7,94,72,7.9,Yes,11,79769,66,128.4
7.1,68,7,96,86,9.9,No,14,52066,44,151.1
8.8,68,6,92,67,8.8,No,8,69175,82,186.5
9,68,6,91,58,7.7,Yes,8,65540,69,190.9
8.3,68,16,93,61,6.7,Yes,11,73062,80,158.4
6.5,69,9,90,63,20.9,Yes,16,49441,66,158.6
7.3,69,10,72,49,17,Yes,16,62058,57,186.4
8,69,6,92,65,8.5,No,12,60790,73,179.1
7.4,69,5,93,65,9,No,11,58619,74,214
8.1,69,8,85,54,8.3,No,9,64341,72,241.1
7.7,69,10,94,81,6.7,Yes,12,55505,63,141.9
7.1,69,15,91,53,8,No,14,48275,71,191.5
8.5,69,11,94,71,5.7,No,11,60246,77,140.5
7.5,69,7,87,53,9.9,No,16,54701,64,196.5
6.7,69,8,79,58,7,Yes,21,35555,77,402
7.7,69,7,88,48,8.4,No,13,56107,64,229.9
6,69,9,88,55,7.9,Yes,17,45251,60,180.4
7.5,69,8,91,65,6.9,No,16,49625,81,193.5
7.7,69,8,95,71,7,No,13,60401,74,175.5
7.6,69,7,94,77,8.5,No,12,63279,64,164.9
6,69,15,84,45,8.9,No,17,41548,74,210.2
8.7,69,10,94,67,10.2,Yes,9,58959,74,155.8
6.2,69,13,92,66,6.7,No,13,49734,63,252.9
8.7,69,8,96,75,8.8,Yes,9,60664,72,149.9
7.5,69,12,80,41,8.8,Yes,11,60352,66,220.9
6.2,69,14,81,65,8.8,Yes,16,46547,65,135.9
8.5,69,5,92,63,6.7,Yes,10,60947,76,143.7
8.5,69,13,91,71,6.5,No,12,73433,84,183
8,69,15,86,59,8.5,Yes,14,53769,75,196.8
7.3,69,15,83,51,8.1,Yes,17,41935,58,193.3
8.7,69,7,94,72,6.4,No,8,50827,77,161.5
6.4,69,8,91,61,8.2,Yes,15,48937,70,233.3
7.5,69,7,92,58,9.1,Yes,13,58129,73,233.3
8.3,69,6,94,72,9.5,No,9,92198,80,180.2
7,69,10,91,60,12.4,Yes,15,47740,69,131.3
8.5,69,12,89,66,7.9,No,9,62928,72,141
7.9,69,12,87,65,8.1,No,12,45724,65,160.8
7.1,69,22,90,60,9.9,Yes,16,59554,68,193.5
7.5,69,16,89,57,9.9,Yes,11,78909,77,170.7
7.3,69,18,90,60,9,Yes,15,69051,80,171.5
6.2,69,21,82,55,9.6,Yes,17,52241,70,196.3
7.1,69,21,87,66,9.8,Yes,15,60735,67,215.3
6.4,69,19,88,59,8.5,No,17,54659,61,193.3
8.8,69,9,93,72,6.6,No,6,83598,77,152.2
8.3,69,14,92,66,3.2,No,12,79304,76,150.5
8.7,70,11,96,74,11.1,Yes,9,66080,71,129.2
5.3,70,22,80,42,7.3,Yes,15,48028,75,183.5
7.2,70,20,80,37,7.7,No,17,46061,71,164.9
7.4,70,17,85,52,9.2,No,15,51799,60,265.1
8.1,70,6,90,59,10.1,No,10,65255,71,171.6
9.2,70,4,96,83,9.1,No,6,90880,85,175.7
8.5,70,9,89,63,8.9,No,10,64120,79,187.5
9,70,5,94,71,8.3,No,8,61650,75,152.8
6.5,70,8,94,79,8.2,No,14,50102,42,254.2
8.3,70,16,82,35,6.2,No,12,68439,77,168.7
6.9,70,11,93,81,5.9,Yes,11,65158,73,141.8
7.3,70,7,81,51,8.2,No,18,40215,70,296.2
7.2,70,10,82,55,8.2,No,18,41088,75,219.6
7.9,70,7,90,70,10.3,Yes,10,88680,82,185.3
8.1,70,7,95,77,7,No,11,67290,76,160.6
7.6,70,6,96,75,6.1,Yes,14,52793,72,165.4
7.7,70,10,84,56,7.2,Yes,11,66199,70,198.7
5.8,70,11,82,43,5.3,No,16,38389,69,199.9
8.6,70,5,91,67,7.7,No,9,79276,68,170.9
7.5,70,17,82,47,6.7,Yes,14,48522,73,171.4
9.5,70,6,94,78,8.6,No,5,72170,70,133.5
6.9,70,8,89,54,8.8,Yes,15,52457,70,189.6
7.8,70,18,88,43,7.8,No,12,54328,70,240.9
9.4,70,13,82,60,7,No,7,81718,68,128.7
7.6,70,6,92,65,8.4,Yes,14,48653,75,184.8
8.3,70,7,91,62,8,No,12,56176,68,179
8.1,70,8,91,66,8.8,Yes,10,63265,63,171.8
7.7,70,14,89,60,7,No,11,57991,80,169.8
8.5,70,12,91,71,8.9,No,8,72579,72,135.9
8.2,70,12,94,70,6.7,Yes,9,64993,66,144.7
7.3,70,13,85,49,7.6,No,15,50945,74,199.8
7.8,70,14,82,51,7.8,No,14,48184,74,237.9
7.1,70,22,69,27,7.6,Yes,13,47412,81,165.5
8.3,70,6,94,64,7.5,Yes,11,62289,72,189.9
9.7,70,9,94,60,7.5,No,6,107658,90,161.9
8.8,70,8,91,65,6.8,Yes,9,65746,70,141.7
8.9,70,8,92,59,8.5,Yes,8,59749,72,155.2
8.6,70,7,92,60,7.1,Yes,10,67078,74,160.3
6.9,70,19,91,59,4,Yes,16,52837,76,145.4
7.2,71,13,87,59,7.6,No,16,54391,66,193.1
6.4,71,12,89,62,8.3,No,17,46459,67,224.2
8.8,71,7,91,58,13.6,No,11,68141,77,159.7
7.9,71,11,72,49,14.2,Yes,13,68744,66,148.5
9,71,10,95,84,9.2,No,8,104519,83,161.5
7.5,71,16,82,44,7.9,No,15,46626,73,242.9
8.1,71,15,86,56,9.6,Yes,10,57886,72,168.9
8.6,71,11,83,56,9.3,No,10,63003,76,149.5
6.4,71,8,93,74,9.4,No,15,45608,50,175.1
8.5,71,7,82,43,9.4,No,11,51607,83,160.2
7.9,71,10,89,57,9.3,Yes,14,63904,80,185.5
8.3,71,6,91,64,8.5,No,8,60034,77,271.7
9.2,71,5,92,72,7.7,No,8,56096,76,169.9
8,71,6,92,62,8.4,No,10,59704,68,211.9
8.9,71,6,89,58,8.8,No,7,62877,74,156.7
9.1,71,5,94,69,7.6,No,8,72261,77,110.3
7.6,71,7,91,65,8.2,No,11,58355,68,208.1
7.7,71,12,92,74,7.3,No,11,62958,67,194.5
6.8,71,7,88,69,8.9,No,15,55336,61,182.7
8.8,71,9,87,61,9.4,No,10,75600,71,172.9
7.4,71,7,88,56,8.6,No,16,48384,64,218.4
7.6,71,10,87,53,10.1,No,13,61680,83,211.1
5.7,71,10,81,48,9.4,Yes,19,36290,67,298.2
7.8,71,6,90,59,7.9,Yes,12,84248,75,205
7.4,71,8,93,70,5.8,No,15,47399,67,165.4
9.1,71,6,95,79,6.9,No,7,68234,69,141.1
8,71,6,93,65,8.2,No,8,66523,79,140.5
9.5,71,4,94,74,6.9,No,6,85855,83,114
6.8,71,14,89,54,8.9,No,15,53133,62,205.2
7.8,71,10,92,67,8.6,No,11,63486,67,159.4
5.6,71,12,93,74,8.1,Yes,16,59126,52,191.1
6.5,71,11,81,62,6.5,Yes,15,53864,56,185
6.8,71,13,84,39,4.8,No,15,42676,63,157.5
8.5,71,5,88,58,6.4,Yes,11,59335,71,176.6
9,71,4,93,69,7.9,No,6,104285,82,160.5
8.1,71,6,91,65,7.4,Yes,11,66060,69,164.8
7.4,71,13,92,61,6,No,14,64371,81,133.8
6.4,71,12,92,71,7.3,Yes,16,49160,51,178.8
9.5,71,6,92,73,7,No,5,71928,71,147
9.5,71,14,90,60,5.6,No,6,68465,64,291
6.6,71,18,92,69,9.7,Yes,16,39681,52,201.6
8.3,71,7,92,55,7.8,Yes,12,52958,78,182.6
7.9,71,7,90,60,8.3,No,13,52281,68,201.5
7.1,71,18,86,60,8,Yes,14,55990,66,163.9
7.3,71,19,86,48,9.9,Yes,15,43002,52,178.7
8.2,71,10,93,63,8.6,Yes,11,73926,76,182.7
8.8,71,9,93,80,6.1,No,9,79708,65,117.9
8.9,71,9,88,61,7.3,No,8,83033,78,163.5
8.2,71,9,94,77,7.4,Yes,12,62418,55,141.7
8.9,71,7,93,74,6.6,Yes,8,71613,75,151.6
8.1,71,7,89,50,7.9,No,14,46693,85,178.5
8.2,71,7,95,75,7.5,Yes,10,67409,64,161.2
9,71,6,92,67,9,No,8,71772,71,161.2
7,72,12,73,51,11.8,Yes,13,59422,63,155.9
7.5,72,11,88,62,9.8,Yes,9,73204,68,124.8
8.5,72,15,79,49,6.7,Yes,10,63297,63,130.6
7.1,72,14,90,67,7.6,Yes,13,57089,63,173.1
6.1,72,20,85,45,7.3,No,15,48922,77,149.6
7.5,72,13,89,63,9.2,Yes,12,61906,74,174.6
7,72,18,85,53,8.3,No,12,49370,50,190.4
7.3,72,13,92,70,9.5,No,12,48908,79,157.1
7.5,72,8,87,56,9.2,No,14,39674,79,217
7.8,72,7,90,59,10.2,Yes,12,62714,72,185.4
8.1,72,6,93,72,9.5,No,11,60541,70,171.1
7.8,72,7,89,67,7.8,No,11,55301,73,201.3
8.5,72,6,95,72,7.4,No,10,59940,68,166.6
6.5,72,12,93,69,8.9,Yes,16,46714,60,218.8
7.9,72,11,92,64,7.8,No,12,56928,65,144.7
6,72,8,72,27,8.2,No,23,35889,77,311.1
8.5,72,6,92,65,9.3,No,11,68264,78,173.3
5.8,72,11,87,54,8.2,Yes,16,45130,64,298.5
7.9,72,8,87,61,9.3,No,11,62919,75,177.3
8.2,72,5,91,65,9.6,No,12,69182,81,202.4
7.5,72,11,82,55,6.9,No,17,43683,86,217.7
7.4,72,6,95,76,8.3,No,9,67193,61,133.2
4.9,72,15,81,62,8.9,Yes,22,30047,55,243
7.3,72,12,92,69,9.6,Yes,13,57763,66,207.9
6.9,72,16,90,55,11,Yes,13,45805,77,154
6.5,72,10,93,72,6.2,No,12,55657,72,154.2
8.5,72,8,93,72,5.8,Yes,9,72817,67,149.1
8.7,72,4,93,73,6.6,No,9,62777,73,132.7
6,72,9,90,67,6.9,Yes,19,42215,59,185
8.6,72,6,93,65,9.6,No,10,69468,76,215.8
8.2,72,6,93,70,9.1,No,12,61473,68,168.7
7.4,72,8,87,50,8.7,No,17,56048,76,240.2
6.8,72,9,91,64,7,Yes,13,44872,70,168.2
8.5,72,9,90,65,9.3,No,10,68266,70,136.9
7.8,72,6,91,57,6.8,Yes,14,46151,67,183
8.3,72,6,93,61,7.4,Yes,11,52952,78,175.7
7.8,72,8,88,52,8.2,No,10,62306,71,136.2
7.9,72,6,94,71,9.4,Yes,10,65808,75,170.7
7.7,72,20,83,43,9.5,No,15,53899,72,175.4
5.6,72,25,76,54,8.7,No,14,49275,69,169.4
8.2,72,12,84,56,9.8,Yes,11,61546,63,123.5
8.5,72,7,92,59,7,Yes,12,68501,79,115
6.8,73,11,91,69,10.2,No,14,57802,63,199.1
9.1,73,11,95,62,5.2,No,9,74484,70,87.5
6.8,73,13,91,54,5.3,Yes,15,46281,69,137.1
7.4,73,14,91,59,6.2,Yes,14,54053,71,131.3
7.2,73,19,90,57,7.1,Yes,12,72934,80,136.7
6.2,73,14,90,59,8.5,No,14,51448,73,211.3
8.1,73,12,92,64,9.6,No,8,69620,71,186.9
7.4,73,20,72,47,8.8,No,14,58761,70,208.8
7.3,73,19,83,52,8.3,No,15,45093,62,250.3
7.8,73,7,91,61,9.8,No,11,57728,75,194
8,73,7,92,66,9.8,Yes,10,63859,79,192.7
7.5,73,6,93,72,11.2,No,11,63903,72,200
8.1,73,8,91,67,10,No,11,70610,74,179.4
6.6,73,10,92,72,8.6,No,13,52806,55,143.3
8.9,73,4,94,74,8.1,No,8,64327,74,169.1
8.8,73,14,83,53,6.5,No,9,68514,61,124.9
9.1,73,17,89,70,6.3,No,8,61326,75,146.6
7.7,73,7,87,63,8.9,No,14,58340,69,218.7
6.1,73,7,69,39,7.8,Yes,23,25997,64,314.2
8.5,73,8,95,80,7,Yes,10,75455,70,128.9
9.2,73,7,95,65,8.1,Yes,8,78559,81,125.5
8.1,73,11,92,76,10.4,Yes,12,67151,72,208.7
6.7,73,16,90,66,8.2,No,16,50420,60,162.2
8,73,13,96,65,5.3,No,13,52962,79,156.3
7.2,73,15,79,54,6.6,No,11,61043,65,147.1
7.9,73,14,90,59,3.7,Yes,11,58898,71,110.2
6.7,73,15,91,65,6.3,Yes,14,43230,77,108.3
7.9,73,4,90,60,6.2,Yes,12,54705,67,209.4
7.1,73,15,87,62,8.5,No,14,53220,67,170.1
7.1,73,13,89,66,6.5,Yes,15,53960,65,173.2
8.8,73,7,91,68,6.6,No,7,59948,62,139.7
9,73,7,95,69,5.8,No,6,64346,59,131.6
9.5,73,8,91,61,6.1,Yes,5,79483,53,171.8
7.1,73,18,85,48,9.4,Yes,16,55318,71,248.2
7.8,73,10,89,59,9,No,13,68598,73,124.1
7.2,73,8,90,61,10,Yes,13,65516,66,162.3
8.8,73,5,95,76,9.8,Yes,9,74721,76,176.4
8.6,73,11,86,59,10.1,Yes,9,73006,69,145.8
7.5,73,13,87,62,7.7,Yes,10,53485,71,174.5
5.8,73,23,84,46,7,No,16,45473,59,203
7.3,73,24,75,46,7.3,No,14,46589,63,218.4
7.7,73,18,91,58,9.1,Yes,14,85449,80,158.7
6.8,73,29,83,50,7.7,No,17,41477,61,167.8
7.2,73,20,83,56,9.7,Yes,14,53583,67,169.6
7.9,73,10,87,58,7.2,No,13,54399,77,224.3
8.1,73,7,93,74,6.8,No,11,55836,58,170.7
8.3,73,8,91,65,9.3,Yes,8,67656,69,161.5
7.4,74,10,90,65,7.7,No,14,56610,63,228.8
7.9,74,11,90,64,10.1,Yes,12,78678,66,173.1
7.8,74,7,91,62,14.9,Yes,13,63336,74,158.3
7.3,74,15,93,69,8.4,No,12,65977,66,149.2
7,74,17,85,54,7.2,Yes,13,54591,69,155.7
8.8,74,19,89,50,5.6,Yes,9,76301,73,87.9
7.9,74,11,92,67,7,Yes,10,67294,70,182.4
8.4,74,6,92,67,9.3,No,11,57434,72,153.9
8.6,74,6,93,66,9.9,No,10,65526,76,181.4
7.4,74,7,83,49,9.1,No,13,55132,74,179.6
8.9,74,7,95,80,9.7,Yes,9,92302,79,179.4
7.5,74,10,90,66,9.8,Yes,13,60070,68,173.3
5.7,74,10,90,62,9.5,No,16,45897,63,237.9
8.3,74,8,94,77,9.9,No,10,82453,81,189.1
9.5,74,4,96,78,8.8,No,6,74596,83,163.5
9.6,74,4,96,85,8.1,No,5,92025,72,140.5
7.1,74,10,94,65,7.5,No,12,55001,72,178.2
7.3,74,9,86,50,9.4,No,12,56697,80,253.8
8.1,74,10,91,68,5.1,No,13,57723,65,165.1
8.3,74,4,93,67,6,Yes,10,65458,70,147.3
7.5,74,7,91,66,7.1,No,14,55860,76,229.4
7.5,74,8,92,54,5.5,No,14,45098,83,167.6
7.9,74,9,89,55,7.8,No,14,51122,84,175.1
9.1,74,5,93,71,7.5,No,7,61978,77,112.9
7.9,74,5,94,77,5.6,No,11,57972,71,133.7
6.2,74,14,89,65,8.6,No,18,55831,72,207.6
7.4,74,11,94,75,4.6,No,13,52637,63,165.6
8,74,12,90,56,4.8,No,13,46782,69,134.2
7.9,74,8,91,61,8.1,No,13,52558,67,213.7
7.4,74,8,88,56,8.4,No,15,53838,78,205.9
8.2,74,11,96,73,4.1,No,10,70615,71,112.1
7.2,74,21,89,56,6.7,No,16,57526,73,237.4
7.4,74,23,84,38,5.7,No,12,74686,65,146.9
6.5,74,25,77,44,6.8,No,16,45903,55,283.1
9.5,74,7,93,71,8,No,5,110120,77,136.9
9.4,74,4,96,79,8.1,Yes,7,82797,77,137.5
7.8,74,15,92,55,4.6,Yes,14,60178,76,138.8
7.4,75,11,90,66,7.2,No,13,71135,77,182.9
8.8,75,10,95,79,5.4,Yes,9,82330,75,68
6.3,75,17,89,47,7.9,No,16,48574,83,205.8
5.4,75,17,89,74,8.9,No,17,46693,41,176.6
7.5,75,13,93,71,9.2,No,12,69442,66,215.9
7.3,75,7,92,71,9.4,No,11,53506,65,173.9
8.1,75,8,89,63,9.3,Yes,11,58022,68,179.9
7.4,75,11,90,67,9.1,No,12,61039,69,167.3
7.2,75,12,83,43,9.3,No,16,46884,82,191.4
6.5,75,10,90,65,8.4,No,16,46612,64,202.8
8,75,7,91,70,7.5,No,9,57652,79,167
9.8,75,7,92,72,7.4,No,5,74868,81,115.7
8.6,75,11,91,77,8,Yes,11,63861,70,169.1
8.3,75,10,91,68,6,Yes,11,56833,66,135.5
6.2,75,9,90,81,5.9,No,12,52718,66,141.4
7.1,75,8,91,59,7,No,15,52571,76,174.4
9.4,75,4,94,71,7.6,No,6,92673,83,107.4
7.6,75,13,89,67,10.4,Yes,13,68583,78,163.7
5.7,75,14,81,51,8.1,No,20,41744,73,300.1
6.7,75,14,86,50,8.3,No,16,45002,70,219.3
7.1,75,10,91,72,7.2,Yes,13,54445,68,153.2
6.1,75,13,81,54,6.3,No,17,46351,58,188.6
7.4,75,8,93,65,7.3,No,13,64250,71,210
8.5,75,8,90,64,8.8,Yes,10,65733,65,147.2
7.6,75,7,90,58,8.2,Yes,13,51743,72,211
8.7,75,4,95,78,6.8,No,9,81218,65,120.1
7.6,75,26,73,42,6.7,No,13,51412,65,182
7.9,75,26,75,51,7,No,13,44256,75,215.5
6.8,75,27,76,49,7.2,No,15,48123,73,211.8
6.3,75,20,86,49,9.7,Yes,21,51046,86,219.9
8.1,75,25,79,45,7.6,No,13,54471,78,173.4
8.2,75,13,91,70,4.9,No,12,61858,82,156
8.4,75,6,93,69,6,No,11,65528,73,177.5
8.3,75,7,96,71,7.3,Yes,10,76965,71,126
8,75,8,92,66,8.5,Yes,11,80236,63,151.3
7,76,13,78,51,8.8,Yes,19,46453,80,239.4
6.7,76,10,91,69,9.7,No,15,56171,58,177.4
6.6,76,9,95,52,8.3,No,13,64542,81,167.7
7.3,76,11,70,49,15.2,Yes,14,58998,52,159.5
7.2,76,8,82,63,13,No,13,56278,61,180.7
6.9,76,16,88,60,8,No,14,52108,79,173.2
7.1,76,18,87,58,7.5,Yes,12,59023,75,136
8.3,76,12,88,50,8,Yes,11,64671,84,165.8
6.9,76,19,89,57,6.4,No,14,59286,65,177.8
